Ticker,Name,Price,IV %,Trend,P/S,Fwd P/E,Avg Vol (M),Earnings
HSBC,HSBC HLDGS PLC SPON ADR NEW,70.58,28.0,UP,4.18,50.78,1.68,N/A
HSY,HERSHEY CO COM,188.2,33.9,UP,3.32,22.4,1.63,N/A
HTZ,HERTZ GLOBAL HLDGS INC COM NEW,5.12,50.0,DOWN,0.19,-4.92,11.69,N/A
HUM,HUMANA INC COM,245.99,34.1,DOWN,0.23,14.61,1.9,N/A
HUT,HUT 8 CORP COM,42.37,74.9,UP,25.67,-529.62,7.5,N/A
HWM,HOWMET AEROSPACE INC COM,204.63,28.6,UP,10.33,64.55,2.09,N/A
HYG,ISHARES TR IBOXX HI YD ETF,0,278.7,Down,N/A,1349.17,42.3,N/A
IAU,ISHARES GOLD TR ISHARES NEW,0,246.7,Down,N/A,N/A,11.3,N/A
IBIT,ISHARES BITCOIN TRUST ETF SHS BEN INT,0,1625.0,Down,N/A,N/A,60.26,N/A
IBKR,INTERACTIVE BROKERS GROUP INC COM CL A,64.19,34.4,UP,18.2,9.29,4.94,N/A
IBM,INTERNATIONAL BUSINESS MACHS COM,303.21,36.7,UP,4.33,28.58,5.33,N/A
ICLN,ISHARES TR GL CLEAN ENE ETF,0,1457.8,Down,N/A,N/A,3.7,N/A
IEF,ISHARES TR 7-10 YR TRSY BD,0,39.4,Down,N/A,N/A,9.04,N/A
IGV,iShares Expanded Tech-Software Sector ETF,0,105.1,Down,N/A,N/A,4.94,N/A
IMSR,TERRESTRIAL ENERGY INC COM SHS,9.09,66.4,DOWN,-716090.8,N/A,2.36,N/A
INO,INOVIO PHARMACEUTICALS INC COM SHS,1.96,159.4,DOWN,738.52,-0.53,1.32,N/A
INOD,INNODATA INC COM NEW,57.34,61.9,UP,7.66,117.02,2.05,N/A
INTC,INTEL CORP COM,36.81,30.9,UP,3.29,37.95,109.34,N/A
INTU,INTUIT COM,629.13,32.4,DOWN,9.03,28.3,1.86,N/A
IONQ,IONQ INC COM,46.9,61.9,UP,208.12,-53.3,29.97,N/A
IOT,SAMSARA INC COM CL A,37.35,51.8,DOWN,15.02,143.65,5.35,N/A
IOVA,IOVANCE BIOTHERAPEUTICS INC COM,2.44,68.8,DOWN,3.87,-2.98,13.81,N/A
IP,INTERNATIONAL PAPER CO COM,39.36,38.7,DOWN,0.85,13.12,4.64,N/A
IQ,IQIYI INC SPONSORED ADS,2.15,196.9,UP,0.08,8.27,13.19,N/A
IREN,IREN LIMITED ORDINARY SHARES,48.45,81.7,UP,19.95,142.5,42.17,N/A
IRM,IRON MTN INC DEL COM,86.22,46.7,DOWN,3.84,43.99,1.78,N/A
ISRG,INTUITIVE SURGICAL INC COM NEW,574.23,42.3,UP,21.42,73.06,2.44,N/A
ITB,iShares U.S. Home Construction ETF,0,108.2,Down,N/A,N/A,2.36,N/A
IVV,ISHARES TR CORE S&P500 ETF,0,153.5,Down,N/A,N/A,7.36,N/A
IWM,ISHARES TR RUSSELL 2000 ETF,0,305.5,Down,N/A,N/A,41.8,N/A
IYR,ISHARES TR U.S. REAL ES ETF,0,199.8,Down,N/A,N/A,6.76,N/A
JBLU,JETBLUE AWYS CORP COM,4.52,45.3,DOWN,0.18,-7.06,20.31,N/A
JD,JD.COM INC SPON ADS CL A,29.42,38.9,DOWN,0.03,7.11,16.64,N/A
JETS,ETF SER SOLUTIONS US GLB JETS,0,564.1,Down,N/A,N/A,3.37,N/A
JMIA,JUMIA TECHNOLOGIES AG SPONSORED ADS,11.93,73.4,UP,8.43,-35.09,3.3,N/A
JNJ,JOHNSON & JOHNSON COM,207.56,18.3,UP,5.43,19.58,8.72,N/A
JOBY,JOBY AVIATION INC COMMON STOCK,14.12,56.6,UP,568.56,-23.53,41.17,N/A
JPM,JPMORGAN CHASE & CO. COM,307.64,19.7,UP,5.06,18.38,8.3,N/A
KEY,KEYCORP COM,18.4,16.8,UP,3.4,11.79,23.37,N/A
KGC,KINROSS GOLD CORP COM,27.44,33.2,UP,5.21,31.18,14.59,N/A
KHC,KRAFT HEINZ CO COM,25.6,5.5,DOWN,1.2,8.34,16.71,N/A
KKR,KKR & CO INC COM,120.83,41.6,DOWN,5.03,19.91,4.5,N/A
KMB,KIMBERLY-CLARK CORP COM,108.29,29.7,DOWN,1.82,14.19,4.37,N/A
KMI,KINDER MORGAN INC DEL COM,26.95,15.4,DOWN,3.65,21.39,13.98,N/A
KO,COCA COLA CO COM,72.88,11.4,UP,6.58,24.54,16.97,N/A
KOLD,PROSHARES TR II ULSHT BLOOMB GAS,0,567.2,Down,N/A,N/A,4.91,N/A
KOPN,KOPIN CORP COM,2.37,140.6,UP,9.17,-33.86,5.18,N/A
KR,KROGER CO COM,67.03,22.0,DOWN,0.3,14.64,6.94,N/A
KRE,SPDR SERIES TRUST STATE STREET SPD,0,342.6,Down,N/A,N/A,17.67,N/A
KSS,KOHLS CORP COM,24.1,103.3,UP,0.17,12.05,5.71,N/A
KTOS,KRATOS DEFENSE & SEC SOLUTIONS COM NEW,75.77,73.0,UP,9.96,128.42,4.14,N/A
KVUE,KENVUE INC COM,17.22,79.3,DOWN,2.2,14.11,41.41,N/A
KWEB,KRANESHARES TRUST CSI CHI INTERNET,0,399.2,Down,N/A,N/A,22.85,N/A
LABD,DIREXION SHS ETF TR DAILY S&P BIOTEC,0,647.7,Down,N/A,N/A,2.07,N/A
LABU,DIREXION SHS ETF TR DAILY S&P BIOTCH,0,785.2,Down,N/A,N/A,1.0,N/A
LAC,LITHIUM AMERS CORP NEW COM SHS,5.26,65.6,UP,N/A,-18.14,43.27,N/A
LAES,SEALSQ CORP ORD SHS,4.18,65.6,UP,68.12,N/A,30.91,N/A
LASE,LASER PHOTONICS CORP COM,3.3,92.2,UP,10.69,N/A,3.14,N/A
LAZR,LUMINAR TECHNOLOGIES INC COM NEW CL A,0.816,193.8,DOWN,0.84,-1.7,7.63,N/A
LCID,LUCID GROUP INC COM NEW,13.38,46.1,DOWN,4.07,-15.2,10.56,N/A
LDI,LOANDEPOT INC COM CL A,2.78,115.6,UP,0.88,14.63,9.85,N/A
LEN,LENNAR CORP CL A,131.28,81.5,UP,0.93,8.13,5.29,N/A
LEVI,LEVI STRAUSS & CO NEW CL A COM STK,21.82,43.4,UP,1.31,15.59,2.83,N/A
LHX,L3HARRIS TECHNOLOGIES INC COM,276.14,45.5,UP,2.38,19.19,1.13,N/A
LI,LI AUTO INC SPONSORED ADS,18.43,59.4,DOWN,0.15,11.97,5.04,N/A
LITE,LUMENTUM HLDGS INC COM,308.28,63.8,UP,11.87,83.54,4.29,N/A
LLY,ELI LILLY & CO COM,1104.34,20.9,UP,16.66,48.74,3.78,N/A
LMND,LEMONADE INC COM,77.53,64.8,UP,8.8,-30.89,2.69,N/A
LMT,LOCKHEED MARTIN CORP COM,454.16,23.5,DOWN,1.45,16.16,1.33,N/A
LNG,CHENIERE ENERGY INC COM NEW,205.79,29.3,DOWN,2.39,18.2,1.76,N/A
LOW,LOWES COS INC COM,241.61,19.6,UP,1.61,19.13,2.89,N/A
LQD,ISHARES TR IBOXX INV CP ETF,0,77.5,Down,N/A,N/A,33.42,N/A
LQDA,LIQUIDIA CORPORATION COM NEW,31.72,101.4,UP,39.87,-20.33,2.57,N/A
LRCX,LAM RESEARCH CORP COM NEW,155.14,63.8,UP,9.99,36.33,11.7,N/A
LULU,LULULEMON ATHLETICA INC COM,181.94,33.2,DOWN,2.0,12.19,5.09,N/A
LUMN,LUMEN TECHNOLOGIES INC COM,8.09,59.4,UP,0.65,-12.64,20.08,N/A
LUNR,INTUITIVE MACHINES INC CLASS A COM,9.29,86.7,DOWN,5.04,-66.36,7.21,N/A
LUV,SOUTHWEST AIRLS CO COM,35.06,38.7,UP,0.67,22.05,9.02,N/A
LVS,LAS VEGAS SANDS CORP COM,68.25,40.7,UP,3.82,24.82,5.62,N/A
LYFT,LYFT INC CL A COM,20.16,54.7,UP,1.31,20.36,20.52,N/A
M,MACYS INC COM,22.43,36.7,UP,0.27,8.69,8.87,N/A
MA,MASTERCARD INCORPORATED CL A,544.93,21.3,DOWN,15.65,33.27,2.73,N/A
MAGS,Roundhill Magnificent Seven ETF,0,177.3,Down,N/A,N/A,3.29,N/A
MANU,MANCHESTER UTD PLC NEW ORD CL A,15.62,100.8,DOWN,4.04,-28.93,0.42,N/A
MAR,MARRIOTT INTL INC NEW CL A,304.65,40.8,UP,12.03,28.74,1.5,N/A
MARA,MARA HOLDINGS INC COM,11.11,70.7,DOWN,4.57,277.75,56.34,N/A
MBLY,MOBILEYE GLOBAL INC COMMON CLASS A,11.44,52.7,DOWN,4.8,27.9,5.22,N/A
MCD,MCDONALDS CORP COM,312.4,13.0,UP,8.49,24.77,3.04,N/A
MCHP,MICROCHIP TECHNOLOGY INC. COM,52.57,37.9,DOWN,6.74,20.22,7.92,N/A
MCK,MCKESSON CORP COM,883.71,30.0,UP,0.28,24.01,0.72,N/A
MDB,MONGODB INC CL A,326.27,44.9,UP,12.02,100.7,2.01,N/A
MDLZ,MONDELEZ INTL INC CL A,57.21,85.5,DOWN,1.97,16.68,8.19,N/A
MDT,MEDTRONIC PLC SHS,105.02,20.6,UP,3.88,17.95,7.26,N/A
MELI,MERCADOLIBRE INC COM,2033.32,28.8,DOWN,3.94,42.03,0.52,N/A
META,META PLATFORMS INC CL A,633.61,19.1,DOWN,8.43,25.04,16.69,N/A
MGM,MGM RESORTS INTERNATIONAL COM,34.78,32.8,UP,0.55,15.12,4.95,N/A
MLCO,MELCO RESORTS AND ENTMNT LTD ADR,8.93,68.8,UP,0.69,19.41,2.51,N/A
MMM,3M CO COM,170.8,24.6,UP,3.66,21.62,3.05,N/A
MNKD,MANNKIND CORP COM NEW,5.38,60.9,UP,5.26,31.65,4.71,N/A
MO,ALTRIA GROUP INC COM,58.69,11.3,DOWN,4.89,10.97,8.44,N/A
MOS,MOSAIC CO NEW COM,24.26,45.3,DOWN,0.65,9.86,5.53,N/A
MP,MP MATERIALS CORP COM CL A,60.15,54.9,UP,45.8,501.25,14.84,N/A
MPW,MEDICAL PPTYS TRUST INC COM,5.77,43.8,UP,3.44,21.37,8.58,N/A
MRK,MERCK & CO INC COM,104.63,18.6,UP,4.07,11.13,13.21,N/A
MRNA,MODERNA INC COM,25.01,78.5,DOWN,4.38,-2.87,11.38,N/A
MRVL,MARVELL TECHNOLOGY INC COM,87.72,48.7,UP,10.45,35.09,21.53,N/A
MS,MORGAN STANLEY COM NEW,167.94,26.6,UP,3.91,21.18,5.68,N/A
MSFT,MICROSOFT CORP COM,485.5,15.6,UP,12.28,32.47,21.82,N/A
MSOS,ADVISORSHARES TR PURE US CANNABIS,0,1200.0,Down,N/A,N/A,10.87,N/A
MSTR,STRATEGY INC CL A NEW,175.64,63.2,DOWN,106.27,-408.47,13.35,N/A
MSTU,T-Rex 2X Long MSTR Daily Target ETF,0,250.0,Down,N/A,N/A,74.95,N/A
MSTX,TIDAL TRUST II DEF DLY TGT 2X L,0,1287.5,Down,N/A,N/A,12.83,N/A
MSTY,TIDAL TRUST II YIELDMAX MSTR OP,0,4300.0,Down,N/A,N/A,10.17,N/A
MSTZ,T-Rex 2X Inverse MSTR Daily Target ETF,0,0.0,Down,N/A,N/A,23.28,N/A
MT,ARCELORMITTAL SA LUXEMBOURG NY REGISTRY SH,43.15,48.9,UP,0.54,10.76,1.32,N/A
MTCH,MATCH GROUP INC NEW COM,33.22,68.0,UP,2.3,13.4,3.94,N/A
MU,MICRON TECHNOLOGY INC COM,230.26,47.4,UP,6.93,17.89,26.34,N/A
MVIS,MICROVISION INC DEL COM NEW,0.9412,168.8,DOWN,109.09,-2.3,5.71,N/A
NAIL,DBX ETF TR DALY HOM B&S BUL,0,520.7,Down,N/A,N/A,1.38,N/A
NAK,NORTHERN DYNASTY MINERALS LTD COM NEW,1.8,165.6,UP,N/A,-90.0,14.08,N/A
NB,NIOCORP DEVS LTD COM NEW,5.93,75.0,UP,N/A,-59.3,8.42,N/A
NBIS,NEBIUS GROUP N.V. SHS CLASS A,94.69,66.1,UP,65.63,-41.44,21.38,N/A
NCLH,NORWEGIAN CRUISE LINE HLDG LTD SHS,18.33,45.3,DOWN,0.86,8.77,16.42,N/A
NEE,NEXTERA ENERGY INC COM,85.54,17.0,UP,6.77,23.24,10.09,N/A
NEM,NEWMONT CORP COM,90.52,34.3,UP,4.62,23.63,11.53,N/A
NET,CLOUDFLARE INC CL A COM,196.99,53.0,UP,34.27,229.06,2.73,N/A
NFE,NEW FORTRESS ENERGY INC COM CL A,1.22,325.0,DOWN,0.2,1.1,20.26,N/A
NFLX,NETFLIX INC COM,106.14,21.3,DOWN,10.37,4.46,37.55,N/A
NIO,NIO INC SPON ADS,5.46,54.7,UP,0.19,-6.42,71.75,N/A
NKE,NIKE INC CL B,64.33,27.3,DOWN,2.05,19.92,15.03,N/A
NLY,ANNALY CAPITAL MANAGEMENT INC COM NEW,22.67,22.5,UP,8.86,8.24,7.43,N/A
NMAX,NEWSMAX INC COM SHS CLASS B,8.21,118.0,DOWN,5.74,-102.62,0.8,N/A
NN,NEXTNAV INC COMMON STOCK,13.97,179.3,UP,340.05,-27.39,1.41,N/A
NNE,NANO NUCLEAR ENERGY INC COM,30.84,120.9,DOWN,N/A,-30.84,3.61,N/A
NOK,NOKIA CORP SPONSORED ADR,6.08,28.1,UP,1.71,17.37,49.16,N/A
NOW,SERVICENOW INC COM,802.72,30.7,DOWN,13.19,48.07,1.47,N/A
NRG,NRG ENERGY INC COM NEW,168.54,49.3,UP,1.09,24.43,2.23,N/A
NSC,NORFOLK SOUTHN CORP COM,290.03,23.2,UP,5.32,21.36,1.48,N/A
NTAP,NETAPP INC COM,109.25,50.3,UP,3.29,14.41,2.15,N/A
NTR,NUTRIEN LTD COM,57.4,64.5,UP,1.09,15.19,2.62,N/A
NU,NU HLDGS LTD ORD SHS CL A,17.25,41.8,UP,13.14,27.82,41.56,N/A
NUE,NUCOR CORP COM,159.13,17.2,UP,1.14,17.0,1.59,N/A
NUGT,DIREXION SHS ETF TR DLY GOLD INDX 2X,0,417.2,Down,N/A,N/A,1.35,N/A
NVAX,NOVAVAX INC COM NEW,6.95,50.0,DOWN,1.06,-43.44,4.54,N/A
NVDA,NVIDIA CORPORATION COM,180.26,30.0,UP,23.49,43.75,195.07,N/A
NVDL,GRANITESHARES ETF TR 2X LONG NVDA DAI,0,416.4,Down,N/A,N/A,14.23,N/A
NVDX,T-Rex 2X Long NVIDIA Daily Target ETF,0,989.1,Down,N/A,N/A,12.72,N/A
NVO,NOVO-NORDISK A S ADR,48.71,32.6,DOWN,0.69,11.97,16.42,N/A
NVTS,NAVITAS SEMICONDUCTOR CORP COM,8.34,78.1,UP,33.96,-39.71,39.47,N/A
NXPI,NXP SEMICONDUCTORS N V COM,193.76,43.9,DOWN,4.06,14.82,2.54,N/A
OKLO,OKLO INC COM CL A,88.72,76.7,UP,N/A,-227.49,19.78,N/A
OKTA,OKTA INC CL A,80.56,37.0,DOWN,5.14,27.78,2.48,N/A
ON,ON SEMICONDUCTOR CORP COM,49.64,46.3,UP,3.28,11.49,8.68,N/A
ONDS,ONDAS HLDGS INC COM NEW,8.24,86.7,UP,124.04,-32.96,73.94,N/A
ONON,ON HLDG AG NAMEN AKT A,43.19,40.0,DOWN,4.96,39.26,6.94,N/A
OPAD,OFFERPAD SOLUTIONS INC COM CL A,1.92,143.8,DOWN,0.11,-1.68,7.03,N/A
OPEN,OPENDOOR TECHNOLOGIES INC COM,7.78,78.9,UP,1.57,-28.81,223.52,N/A
ORCL,ORACLE CORP COM,204.96,40.3,DOWN,9.9,28.63,26.77,N/A
OSCR,OSCAR HEALTH INC CL A,18.16,58.6,UP,0.46,32.43,17.53,N/A
OUST,OUSTER INC COM NEW,22.38,95.7,UP,9.78,-10.97,2.82,N/A
OWL,BLUE OWL CAPITAL INC COM CL A,14.75,48.2,DOWN,8.4,15.86,13.24,N/A
OXY,OCCIDENTAL PETE CORP COM,41.42,25.2,DOWN,1.53,13.11,10.19,N/A
PAA,PLAINS ALL AMERN PIPELINE L P UNIT LTD PARTN,17.34,32.8,DOWN,0.26,12.47,2.8,N/A
PAAS,PAN AMERN SILVER CORP COM,42.59,36.1,UP,5.52,22.9,6.54,N/A
PANW,PALO ALTO NETWORKS INC COM,185.35,25.0,DOWN,13.27,25.74,5.6,N/A
PATH,UIPATH INC CL A,13.59,53.1,UP,4.86,30.89,22.96,N/A
PBR,PETROLEO BRASILEIRO SA PETROBR SPONSORED ADR,12.66,64.8,UP,0.17,4.26,22.58,N/A
PCG,PG&E CORP COM,16.01,34.8,UP,1.42,10.82,24.85,N/A
PCT,PURECYCLE TECHNOLOGIES INC COM,8.55,78.9,DOWN,272.21,-14.25,3.29,N/A
PDD,PDD HOLDINGS INC SPONSORED ADS,115.8,38.5,DOWN,0.39,8.22,8.34,N/A
PENN,PENN ENTERTAINMENT INC COM,14.73,52.3,DOWN,0.32,18.88,3.51,N/A
PEP,PEPSICO INC COM,147.98,19.0,UP,2.19,17.15,7.55,N/A
PFE,PFIZER INC COM,25.71,23.0,UP,2.33,8.77,67.66,N/A
PG,PROCTER AND GAMBLE CO COM,148.25,19.9,DOWN,4.09,19.98,7.91,N/A
PGR,PROGRESSIVE CORP COM,229.15,24.2,DOWN,1.58,16.61,3.38,N/A
PHM,PULTE GROUP INC COM,127.59,29.0,UP,1.43,9.45,2.12,N/A
PINS,PINTEREST INC CL A,25.57,29.7,DOWN,4.29,14.21,12.57,N/A
PL,PLANET LABS PBC COM CL A,11.72,110.9,UP,13.75,-106.55,12.78,N/A
PLTR,PALANTIR TECHNOLOGIES INC CL A,165.77,31.0,UP,101.41,352.7,56.02,N/A
PLUG,PLUG POWER INC COM NEW,1.98,75.0,UP,4.07,-3.47,126.28,N/A
PM,PHILIP MORRIS INTL INC COM,156.49,19.8,DOWN,6.09,21.73,6.6,N/A
PNC,PNC FINL SVCS GROUP INC COM,191.88,21.8,UP,3.46,12.78,1.93,N/A
POET,POET TECHNOLOGIES INC COM NEW,4.84,56.3,DOWN,836.2,-16.13,9.9,N/A
PONY,PONY AI INC SPONSORED ADS,13.45,61.3,DOWN,66.2,-22.92,7.3,N/A
PPG,PPG INDS INC COM,99.89,64.6,DOWN,1.44,11.29,1.95,N/A
PSKY,PARAMOUNT SKYDANCE CORP COM CL B,15.79,48.8,UP,0.61,15.3,8.49,N/A
PSQH,PSQ HOLDINGS INC CL A,1.28,237.5,DOWN,2.15,-0.86,1.29,N/A
PSX,PHILLIPS 66 COM,134.96,36.9,UP,0.41,14.22,2.44,N/A
PTON,PELOTON INTERACTIVE INC CL A COM,6.72,85.9,DOWN,1.14,-21.68,12.27,N/A
PYPL,PAYPAL HLDGS INC COM,61.83,21.9,DOWN,1.8,12.64,15.84,N/A
QBTS,D-WAVE QUANTUM INC COM,22.41,65.2,UP,331.38,-86.19,53.08,N/A
QCOM,QUALCOMM INC COM,165.14,29.9,UP,4.02,13.5,9.97,N/A
QQQ,INVESCO QQQ TR UNIT SER 1,0,321.8,Down,N/A,N/A,58.83,N/A
QS,QUANTUMSCAPE CORP COM CL A,12.08,64.1,UP,N/A,-14.38,42.16,N/A
QSI,QUANTUM SI INC COM CL A,1.35,187.5,DOWN,91.57,-1.71,11.72,N/A
QUBT,QUANTUM COMPUTING INC COM,11.46,64.8,DOWN,4704.13,-36.97,38.58,N/A
QXO,QXO INC COM NEW,18.26,65.8,UP,2.64,57.06,7.88,N/A
RANI,RANI THERAPEUTICS HLDGS INC COM CL A,1.62,162.5,UP,165.56,-1.6,17.61,N/A
RBLX,ROBLOX CORP CL A,92.73,43.1,DOWN,14.58,-66.71,7.62,N/A
RBRK,RUBRIK INC. CL A,68.17,65.3,DOWN,12.43,-50.87,3.54,N/A
RCAT,RED CAT HLDGS INC COM,7.33,90.6,DOWN,117.54,-43.12,11.92,N/A
RCL,ROYAL CARIBBEAN GROUP COM,265.71,50.9,DOWN,4.16,18.59,2.13,N/A
RDDT,REDDIT INC CL A,207.56,53.4,UP,20.65,309.79,5.67,N/A
RDW,REDWIRE CORPORATION COM,5.37,64.1,DOWN,2.99,-22.38,6.96,N/A
REGN,REGENERON PHARMACEUTICALS COM,784.61,28.9,UP,5.84,17.32,1.1,N/A
REPL,REPLIMUNE GROUP INC COM,10.06,82.0,UP,N/A,-3.74,5.11,N/A
RGTI,RIGETTI COMPUTING INC COMMON STOCK,25.57,62.9,UP,1126.07,-77.48,82.65,N/A
RH,RH COM,159.44,69.4,DOWN,0.9,12.92,1.05,N/A
RIG,TRANSOCEAN LTD REGISTERED SHS,4.3,53.1,UP,1.22,30.71,47.77,N/A
RILY,B. RILEY FINANCIAL INC COM,4.39,59.4,DOWN,0.24,N/A,0.7,N/A
RIOT,RIOT PLATFORMS INC COM,14.96,69.9,UP,8.73,-44.0,31.54,N/A
RIVN,RIVIAN AUTOMOTIVE INC COM CL A,16.18,43.8,UP,3.4,-5.91,50.01,N/A
RKLB,ROCKET LAB CORP COM,41.93,58.0,UP,40.39,-182.3,22.04,N/A
RKT,ROCKET COS INC COM CL A,19.74,52.7,UP,9.11,29.91,40.03,N/A
RNG,RINGCENTRAL INC CL A,27.92,56.3,UP,1.02,6.6,1.51,N/A
ROKU,ROKU INC COM CL A,95.63,43.7,UP,3.11,-151.79,3.2,N/A
ROST,ROSS STORES INC COM,177.69,17.2,UP,2.64,26.56,2.52,N/A
RR,RICHTECH ROBOTICS INC CL B,3.46,85.9,UP,166.32,N/A,40.9,N/A
RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQL WGT,0,77.9,Down,N/A,N/A,17.28,N/A
RTX,RTX CORPORATION COM,173.19,21.6,UP,2.7,28.35,4.59,N/A
RUM,RUMBLE INC COM CL A,6.76,82.8,DOWN,22.09,-21.81,3.6,N/A
RUN,SUNRUN INC COM,19.23,52.3,UP,1.93,-25.64,9.39,N/A
RXRX,RECURSION PHARMACEUTICALS INC CL A,4.41,87.5,DOWN,52.62,-2.55,42.55,N/A
RZLV,REZOLVE AI PLC ORD SHS,2.98,96.9,DOWN,181.38,N/A,21.07,N/A
S,SENTINELONE INC CL A,15.94,37.9,DOWN,5.89,79.7,6.03,N/A
SAP,SAP SE SPON ADR,240.02,39.4,DOWN,7.67,35.56,1.65,N/A
SATS,ECHOSTAR CORP CL A,70.88,55.4,UP,1.34,-25.77,4.55,N/A
SAVA,CASSAVA SCIENCES INC COM,3.39,104.7,UP,N/A,-1.92,2.71,N/A
SBET,SHARPLINK GAMING INC COM NEW,10.25,67.2,DOWN,153.83,11.58,16.17,N/A
SBUX,STARBUCKS CORP COM,86.7,21.3,DOWN,2.65,23.31,9.84,N/A
SCHD,SCHWAB STRATEGIC TR US DIVIDEND EQ,0,298.8,Down,N/A,N/A,17.66,N/A
SCHW,SCHWAB CHARLES CORP COM,91.8,21.2,UP,7.27,24.16,9.1,N/A
SE,SEA LTD SPONSORD ADS,134.26,50.3,DOWN,3.78,63.63,4.53,N/A
SEDG,SOLAREDGE TECHNOLOGIES INC COM,35.47,59.2,UP,2.03,-14.48,4.11,N/A
SERV,SERVE ROBOTICS INC COM,10.1,66.0,DOWN,386.88,-16.29,10.42,N/A
SFIX,STITCH FIX INC COM CL A,4.23,76.6,DOWN,0.45,-9.2,2.75,N/A
SG,SWEETGREEN INC COM CL A,6.63,64.1,DOWN,1.15,-15.42,6.31,N/A
SHAK,SHAKE SHACK INC CL A,88.48,51.7,DOWN,2.75,78.3,1.27,N/A
SHEL,SHELL PLC SPON ADS,73.41,24.0,UP,0.78,9.34,4.23,N/A
SHOP,SHOPIFY INC CL A SUB VTG SHS,159.34,40.5,UP,19.39,86.13,8.35,N/A
SIG,SIGNET JEWELERS LIMITED SHS,103.47,100.4,UP,0.63,9.01,0.82,N/A
SILJ,AMPLIFY ETF TR AMPLIFY JUNIOR S,0,50.0,Down,N/A,N/A,7.5,N/A
SIRI,SIRIUSXM HOLDINGS INC COMMON STOCK,20.91,47.3,DOWN,0.82,6.81,3.52,N/A
SKYT,SKYWATER TECHNOLOGY INC COM,14.57,96.5,UP,2.04,-208.14,2.08,N/A
SLB,SLB LIMITED COM STK,35.66,57.8,DOWN,1.51,9.72,16.76,N/A
SLV,ISHARES SILVER TR ISHARES,0,50.0,Down,N/A,N/A,35.02,N/A
SMCI,SUPER MICRO COMPUTER INC COM NEW,32.83,43.2,DOWN,0.93,7.74,29.98,N/A
SMH,VANECK ETF TRUST SEMICONDUCTR ETF,0,307.4,Down,N/A,N/A,8.8,N/A
SMMT,SUMMIT THERAPEUTICS INC COM,17.82,57.8,DOWN,N/A,-46.89,3.88,N/A
SMR,NUSCALE PWR CORP CL A COM,19.04,69.5,DOWN,84.28,-40.51,22.51,N/A
SNAP,SNAP INC CL A,7.61,37.5,DOWN,2.27,18.56,92.21,N/A
SNDK,SANDISK CORP COM,215.04,80.8,UP,4.05,10.64,10.32,N/A
SNOW,SNOWFLAKE INC COM SHS,248.66,41.4,UP,20.47,267.38,5.18,N/A
SNPS,SYNOPSYS INC COM,409.68,34.4,DOWN,11.83,27.55,3.0,N/A
SNV,SYNOVUS FINL CORP COM NEW,48.31,55.3,UP,2.93,10.46,1.43,N/A
SO,SOUTHERN CO COM,90.24,21.5,DOWN,3.44,20.89,5.42,N/A
SOC,SABLE OFFSHORE CORP COM SHS,4.12,109.4,DOWN,N/A,1.79,6.61,N/A
SOFI,SOFI TECHNOLOGIES INC COM,28.49,43.4,UP,10.44,98.24,72.89,N/A
SONY,SONY GROUP CORP SPONSORED ADR,29.08,30.1,UP,0.01,24.44,4.07,N/A
SOUN,SOUNDHOUND AI INC CLASS A COM,11.82,59.0,DOWN,33.46,-59.1,54.61,N/A
SOXL,DIREXION SHS ETF TR DLY SCOND 3XBU,0,773.4,Down,N/A,N/A,89.64,N/A
SOXS,DIREXION SHS ETF TR DAILY SEMICONDUC,0,1500.0,Down,N/A,N/A,257.4,N/A
SOXX,ISHARES TR ISHARES SEMICDTR,0,421.2,Down,N/A,N/A,8.09,N/A
SPCE,VIRGIN GALACTIC HOLDINGS INC COM NEW,3.7,62.5,UP,140.78,-0.39,3.92,N/A
SPGI,S&P GLOBAL INC COM,495.61,50.5,DOWN,10.08,29.48,1.62,N/A
SPOT,SPOTIFY TECHNOLOGY S A SHS,592.69,46.9,DOWN,7.22,66.52,1.63,N/A
SPXL,DIREXION SHS ETF TR DRX S&P500BULL,0,489.6,Down,N/A,N/A,3.55,N/A
SPXS,DIREXION SHS ETF TR DAILY S&P 500 B,0,319.9,Down,N/A,N/A,6.01,N/A
SPXU,PROSHARES TR ULTRAPRO SHORT S,0,0.0,Down,N/A,N/A,8.55,N/A
SPY,SPDR S&P 500 ETF TR TR UNIT,0,391.2,Down,N/A,N/A,80.31,N/A
SQQQ,PROSHARES TR ULTRAPRO SHORT,0,0.0,Down,N/A,N/A,29.8,N/A
SRPT,SAREPTA THERAPEUTICS INC COM,20.95,52.3,DOWN,0.91,1.83,6.07,N/A
SSO,PROSHARES TR PSHS ULT S&P 500,0,363.5,Down,N/A,72.97,5.28,N/A
STLA,STELLANTIS N.V SHS,10.32,39.1,DOWN,0.2,3.46,16.7,N/A
STX,SEAGATE TECHNOLOGY HLDNGS PLC ORD SHS,272.28,51.4,UP,6.21,28.07,4.58,N/A
STZ,CONSTELLATION BRANDS INC CL A,134.89,26.5,DOWN,2.44,8.89,2.77,N/A
SU,SUNCOR ENERGY INC NEW COM,44.45,32.3,UP,1.1,14.07,4.04,N/A
SVIX,-1x Short VIX Futures ETF,0,896.9,Down,N/A,N/A,3.99,N/A
SYM,SYMBOTIC INC CLASS A COM,87.3,70.8,UP,23.03,242.5,2.24,N/A
