Ticker,Name,Price,IV %,Trend,SMA 50,SMA 200,P/S,Fwd P/E,Avg Vol (M),Earnings
PSX,PHILLIPS 66 COM,139.42,43.4,UP,134.25,124.31,0.43,14.69,2.44,N/A
PTON,PELOTON INTERACTIVE INC CL A COM,6.56,50.0,SIDEWAYS,7.43,7.07,1.12,-21.16,12.08,N/A
PYPL,PAYPAL HLDGS INC COM,61.73,25.3,DOWN,66.67,69.02,1.79,12.62,16.15,N/A
QBTS,D-WAVE QUANTUM INC COM,28.73,83.4,SIDEWAYS,29.7,17.29,424.84,-110.5,53.05,N/A
QCOM,QUALCOMM INC COM,174.35,19.8,UP,169.57,157.53,4.25,14.26,9.95,N/A
QQQ,INVESCO QQQ TR UNIT SER 1,0,178.4,SIDEWAYS,610.53,546.44,N/A,N/A,58.11,N/A
QS,QUANTUMSCAPE CORP COM CL A,12.97,74.2,SIDEWAYS,14.52,8.41,N/A,-15.44,42.64,N/A
QSI,QUANTUM SI INC COM CL A,1.47,87.5,SIDEWAYS,1.74,1.53,99.71,-1.86,11.81,N/A
QUBT,QUANTUM COMPUTING INC COM,13.58,83.6,SIDEWAYS,15.63,13.35,5574.35,-43.81,38.74,N/A
QXO,QXO INC COM NEW,20.58,59.0,UP,18.38,17.72,2.98,64.31,7.87,N/A
RANI,RANI THERAPEUTICS HLDGS INC COM CL A,1.57,56.3,UP,1.44,0.98,160.45,-1.55,18.02,N/A
RBLX,ROBLOX CORP CL A,95.21,41.0,SIDEWAYS,115.49,98.41,14.97,-68.5,7.48,N/A
RBRK,RUBRIK INC. CL A,70.43,218.8,DOWN,75.61,78.37,12.85,-52.56,3.58,N/A
RCAT,RED CAT HLDGS INC COM,8.32,102.3,SIDEWAYS,10.14,8.17,133.42,-48.94,12.17,N/A
RCL,ROYAL CARIBBEAN GROUP COM,259.27,33.1,SIDEWAYS,287.06,277.12,4.05,18.14,2.14,N/A
RDDT,REDDIT INC CL A,222.75,53.6,UP,205.16,165.88,22.16,332.46,5.55,N/A
RDW,REDWIRE CORPORATION COM,6.14,195.3,DOWN,7.47,11.26,3.42,-25.58,7.03,N/A
REGN,REGENERON PHARMACEUTICALS COM,722.8,33.0,UP,642.43,598.69,5.38,15.95,1.1,N/A
REPL,REPLIMUNE GROUP INC COM,10.53,83.6,SIDEWAYS,7.63,8.25,N/A,-3.91,5.15,N/A
RGTI,RIGETTI COMPUTING INC COMMON STOCK,30.06,90.2,SIDEWAYS,35.27,18.27,1323.8,-91.09,81.87,N/A
RH,RH COM,159.94,59.9,DOWN,173.82,205.61,0.9,12.96,1.06,N/A
RIG,TRANSOCEAN LTD REGISTERED SHS,4.43,43.8,UP,3.74,3.06,1.26,31.64,48.31,N/A
RILY,B. RILEY FINANCIAL INC COM,4.21,125.0,SIDEWAYS,5.21,4.53,0.23,N/A,0.69,N/A
RIOT,RIOT PLATFORMS INC COM,15.59,70.3,SIDEWAYS,18.28,12.43,9.1,-45.85,30.1,N/A
RIVN,RIVIAN AUTOMOTIVE INC COM CL A,18.06,50.4,UP,14.59,13.45,3.79,-6.59,48.35,N/A
RKLB,ROCKET LAB CORP COM,49.37,67.4,SIDEWAYS,54.23,37.34,47.56,-214.65,21.49,N/A
RKT,ROCKET COS INC COM CL A,19.39,47.3,UP,17.6,15.52,8.95,29.38,40.8,N/A
RNG,RINGCENTRAL INC CL A,29.27,46.5,UP,28.14,27.63,1.07,6.92,1.48,N/A
ROKU,ROKU INC COM CL A,94.54,43.8,SIDEWAYS,98.92,84.8,3.07,-150.06,3.19,N/A
ROST,ROSS STORES INC COM,177.09,23.8,UP,160.48,144.0,2.63,26.47,2.52,N/A
RR,RICHTECH ROBOTICS INC CL B,4.59,120.3,SIDEWAYS,4.65,2.83,220.64,N/A,40.71,N/A
RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQL WGT,0,79.5,SIDEWAYS,188.66,181.09,N/A,N/A,17.28,N/A
RTX,RTX CORPORATION COM,171.31,22.0,UP,170.1,148.41,2.67,28.04,4.66,N/A
RUM,RUMBLE INC COM CL A,7.72,87.5,SIDEWAYS,6.89,8.04,25.22,-24.9,3.68,N/A
RUN,SUNRUN INC COM,18.35,64.5,SIDEWAYS,19.25,12.11,1.84,-24.47,9.32,N/A
RXRX,RECURSION PHARMACEUTICALS INC CL A,4.92,75.0,DOWN,5.13,5.39,58.7,-2.84,43.2,N/A
RZLV,REZOLVE AI PLC ORD SHS,2.93,59.4,SIDEWAYS,4.32,3.08,178.34,N/A,20.66,N/A
S,SENTINELONE INC CL A,16.97,182.4,DOWN,17.04,18.12,6.27,84.85,5.5,N/A
SAP,SAP SE SPON ADR,245.47,39.5,DOWN,259.17,276.89,7.85,36.37,1.67,N/A
SATS,ECHOSTAR CORP CL A,74.5,95.4,UP,73.18,41.77,1.41,-27.09,4.18,N/A
SAVA,CASSAVA SCIENCES INC COM,3.32,78.1,SIDEWAYS,3.39,2.42,N/A,-1.88,2.76,N/A
SBET,SHARPLINK GAMING INC COM NEW,11.16,62.5,DOWN,13.4,14.09,167.49,12.61,14.72,N/A
SBUX,STARBUCKS CORP COM,85.0,25.9,SIDEWAYS,83.64,89.57,2.6,22.85,9.82,N/A
SCHD,SCHWAB STRATEGIC TR US DIVIDEND EQ,0,258.6,SIDEWAYS,27.04,26.97,N/A,N/A,17.71,N/A
SCHW,SCHWAB CHARLES CORP COM,95.03,20.5,UP,93.62,88.68,7.53,25.01,9.2,N/A
SE,SEA LTD SPONSORD ADS,135.41,41.5,SIDEWAYS,158.89,153.93,3.81,64.18,4.48,N/A
SEDG,SOLAREDGE TECHNOLOGIES INC COM,31.94,67.2,SIDEWAYS,36.92,25.43,1.83,-13.04,4.14,N/A
SERV,SERVE ROBOTICS INC COM,13.0,91.4,UP,12.28,10.2,497.97,-20.97,10.49,N/A
SFIX,STITCH FIX INC COM CL A,4.69,443.8,SIDEWAYS,4.3,4.3,0.5,-10.2,2.76,N/A
SG,SWEETGREEN INC COM CL A,6.9,70.3,DOWN,6.97,13.6,1.19,-16.05,6.35,N/A
SHAK,SHAKE SHACK INC CL A,80.12,79.9,DOWN,90.85,105.05,2.49,70.9,1.28,N/A
SHEL,SHELL PLC SPON ADS,74.5,74.7,UP,73.48,70.58,0.79,9.48,4.25,N/A
SHOP,SHOPIFY INC CL A SUB VTG SHS,162.31,34.7,UP,157.74,125.26,19.76,87.74,8.54,N/A
SIG,SIGNET JEWELERS LIMITED SHS,85.02,70.9,SIDEWAYS,98.43,77.95,0.51,7.41,0.79,N/A
SILJ,AMPLIFY ETF TR AMPLIFY JUNIOR S,0,907.0,SIDEWAYS,23.39,16.59,N/A,N/A,7.59,N/A
SIRI,SIRIUSXM HOLDINGS INC COMMON STOCK,21.585,36.9,SIDEWAYS,21.54,22.37,0.85,7.03,3.54,N/A
SKYT,SKYWATER TECHNOLOGY INC COM,18.48,79.7,UP,17.24,11.29,2.59,-264.0,2.13,N/A
SLB,SLB LIMITED COM STK,38.12,33.6,SIDEWAYS,35.07,35.79,1.62,10.39,16.49,N/A
SLV,ISHARES SILVER TR ISHARES,0,487.5,SIDEWAYS,45.63,35.62,N/A,N/A,36.0,N/A
SMCI,SUPER MICRO COMPUTER INC COM NEW,34.23,47.3,SIDEWAYS,44.99,43.49,0.97,8.07,29.43,N/A
SMH,VANECK ETF TRUST SEMICONDUCTR ETF,0,359.9,SIDEWAYS,345.17,277.78,N/A,N/A,8.48,N/A
SMMT,SUMMIT THERAPEUTICS INC COM,18.81,101.2,DOWN,19.35,22.02,N/A,-49.5,3.9,N/A
SMR,NUSCALE PWR CORP CL A COM,22.85,81.6,SIDEWAYS,33.36,30.5,101.15,-48.62,22.75,N/A
SNAP,SNAP INC CL A,7.76,47.7,DOWN,7.99,8.4,2.31,18.93,89.57,N/A
SNDK,SANDISK CORP COM,213.31,90.5,UP,181.97,80.23,4.02,10.55,10.86,N/A
SNOW,SNOWFLAKE INC COM SHS,234.77,41.3,SIDEWAYS,250.58,205.34,19.33,252.44,4.37,N/A
SNPS,SYNOPSYS INC COM,463.74,50.2,SIDEWAYS,439.01,488.56,13.73,31.19,3.14,N/A
SNV,SYNOVUS FINL CORP COM NEW,50.18,47.8,SIDEWAYS,46.71,48.11,3.04,10.86,1.34,N/A
SO,SOUTHERN CO COM,87.33,20.0,SIDEWAYS,92.81,91.73,3.33,20.22,5.64,N/A
SOC,SABLE OFFSHORE CORP COM SHS,5.1,114.1,DOWN,11.02,21.55,N/A,2.22,6.74,N/A
SOFI,SOFI TECHNOLOGIES INC COM,29.6,49.0,UP,28.2,19.93,10.85,102.07,72.26,N/A
SONY,SONY GROUP CORP SPONSORED ADR,28.29,47.3,SIDEWAYS,28.81,26.41,0.01,23.77,4.05,N/A
SOUN,SOUNDHOUND AI INC CLASS A COM,12.8,69.1,SIDEWAYS,15.65,12.09,36.23,-64.0,50.67,N/A
SOXL,DIREXION SHS ETF TR DLY SCOND 3XBU,0,785.9,SIDEWAYS,40.45,26.2,N/A,N/A,89.42,N/A
SOXS,DIREXION SHS ETF TR DAILY SEMICONDUC,0,1750.0,SIDEWAYS,4.0,11.81,N/A,N/A,267.18,N/A
SOXX,ISHARES TR ISHARES SEMICDTR,0,240.7,SIDEWAYS,289.62,237.07,N/A,N/A,7.87,N/A
SPCE,VIRGIN GALACTIC HOLDINGS INC COM NEW,4.49,56.3,UP,3.86,3.42,170.84,-0.47,4.01,N/A
SPGI,S&P GLOBAL INC COM,496.99,34.4,SIDEWAYS,487.84,509.89,10.11,29.57,1.64,N/A
SPOT,SPOTIFY TECHNOLOGY S A SHS,560.97,33.2,DOWN,647.9,651.66,6.84,62.96,1.69,N/A
SPXL,DIREXION SHS ETF TR DRX S&P500BULL,0,458.6,SIDEWAYS,214.71,175.62,N/A,N/A,3.52,N/A
SPXS,DIREXION SHS ETF TR DAILY S&P 500 B,0,237.9,SIDEWAYS,37.18,50.84,N/A,N/A,6.09,N/A
SPXU,PROSHARES TR ULTRAPRO SHORT S,0,0.0,SIDEWAYS,52.9,72.76,N/A,N/A,8.5,N/A
SPY,SPDR S&P 500 ETF TR TR UNIT,0,0.0,SIDEWAYS,671.94,617.13,N/A,N/A,79.62,N/A
SQQQ,PROSHARES TR ULTRAPRO SHORT,0,0.0,SIDEWAYS,72.09,113.83,N/A,N/A,30.74,N/A
SRPT,SAREPTA THERAPEUTICS INC COM,22.82,52.9,SIDEWAYS,20.65,37.1,0.99,1.99,5.6,N/A
SSO,PROSHARES TR PSHS ULT S&P 500,0,463.3,SIDEWAYS,56.7,48.95,N/A,73.94,5.22,N/A
STLA,STELLANTIS N.V SHS,11.84,62.5,UP,10.37,10.29,0.23,3.97,16.87,N/A
STX,SEAGATE TECHNOLOGY HLDNGS PLC ORD SHS,265.63,49.5,UP,247.12,156.01,6.05,27.38,4.52,N/A
STZ,CONSTELLATION BRANDS INC CL A,138.03,41.4,SIDEWAYS,134.84,163.01,2.5,9.1,2.69,N/A
SU,SUNCOR ENERGY INC NEW COM,44.77,22.7,UP,41.8,38.86,1.1,14.17,4.0,N/A
SVIX,-1x Short VIX Futures ETF,0,571.9,SIDEWAYS,19.83,17.9,N/A,N/A,3.94,N/A
SYM,SYMBOTIC INC CLASS A COM,60.48,94.1,SIDEWAYS,67.21,42.99,15.96,168.0,2.43,N/A
T,AT&T INC COM,25.39,17.0,DOWN,25.77,27.29,1.46,11.33,48.23,N/A
TAN,INVESCO EXCH TRADED FD TR II SOLAR ETF,0,330.5,SIDEWAYS,47.52,38.04,N/A,N/A,0.88,N/A
TDOC,TELADOC HEALTH INC COM,7.78,53.9,SIDEWAYS,8.03,7.92,0.55,-8.74,7.57,N/A
TEAM,ATLASSIAN CORPORATION CL A,156.54,43.0,SIDEWAYS,155.63,193.27,7.55,38.09,2.81,N/A
TECK,TECK RESOURCES LTD CL B,44.88,34.5,UP,42.5,38.27,2.1,24.66,5.2,N/A
TEM,TEMPUS AI INC CL A,76.33,59.1,SIDEWAYS,82.12,66.63,12.29,-109.04,7.23,N/A
TER,TERADYNE INC COM,198.63,50.9,UP,159.45,110.22,11.05,46.74,3.75,N/A
TEVA,TEVA PHARMACEUTICAL INDS LTD SPONSORED ADS,28.41,26.4,UP,22.12,17.97,1.94,10.26,11.27,N/A
TGT,TARGET CORP COM,91.59,27.1,SIDEWAYS,89.52,98.08,0.4,8.71,7.96,N/A
TIGR,UP FINTECH HLDG LTD SPONSORED ADS,9.01,50.8,SIDEWAYS,9.78,9.37,3.8,21.45,4.63,N/A
TJX,TJX COS INC NEW COM,150.3,24.9,UP,144.52,131.76,2.84,32.67,5.14,N/A
TLN,TALEN ENERGY CORP COM,367.93,50.2,SIDEWAYS,398.23,308.18,7.17,52.64,0.84,N/A
TLRY,TILRAY BRANDS INC COM,7.22,0.0,SIDEWAYS,13.19,8.46,1.01,-103.14,6.96,N/A
TLT,ISHARES TR 20 YR TR BD ETF,0,168.8,SIDEWAYS,89.48,88.4,N/A,-4429.0,33.73,N/A
TMC,TMC THE METALS COMPANY INC COM,7.8,135.2,UP,6.96,4.95,N/A,-78.0,9.71,N/A
TMF,DIREXION SHS ETF TR DAILY 20+ YEAR T,0,439.1,SIDEWAYS,41.23,39.88,N/A,N/A,5.75,N/A
TMO,THERMO FISHER SCIENTIFIC INC COM,575.24,29.9,UP,554.63,480.61,4.94,24.49,2.05,N/A
TMQ,TRILOGY METALS INC NEW COM,4.7,134.4,UP,4.55,2.3,N/A,-67.14,13.95,N/A
TMUS,T-MOBILE US INC COM,208.01,31.0,DOWN,217.55,240.09,2.73,19.49,4.78,N/A
TNA,DIREXION SHS ETF TR DLY SMCAP BULL3X,0,1485.2,SIDEWAYS,45.27,36.38,N/A,N/A,13.43,N/A
TOST,TOAST INC CL A,35.2,55.5,DOWN,36.2,39.39,3.53,100.57,8.56,N/A
TPR,TAPESTRY INC COM,115.06,90.4,UP,110.27,92.94,3.3,24.17,3.09,N/A
TQQQ,PROSHARES TR ULTRAPRO QQQ,0,868.4,SIDEWAYS,53.41,41.4,N/A,N/A,118.08,N/A
TRIP,TRIPADVISOR INC COM,15.04,294.9,SIDEWAYS,15.56,15.32,0.93,11.06,2.52,N/A
TSCO,TRACTOR SUPPLY CO COM,54.38,34.8,DOWN,54.54,54.88,1.87,4.89,5.12,N/A
TSLA,TESLA INC COM,454.53,31.5,UP,434.58,341.62,15.81,140.29,89.53,N/A
TSLL,DIREXION SHS ETF TR DAILY TSLA 2X SH,0,1881.3,SIDEWAYS,19.56,13.98,N/A,N/A,135.63,N/A
TSLQ,INVESTMENT MANAGERS SER TR II TRADR 2X SHORT,0,414.1,SIDEWAYS,23.83,64.95,N/A,N/A,19.81,N/A
TSM,TAIWAN SEMICONDUCTOR MFG LTD SPONSORED ADS,292.93,25.2,UP,291.05,227.49,0.42,36.25,13.16,N/A
TSSI,TSS INC DEL COM,9.46,123.4,DOWN,15.22,15.32,1.16,N/A,2.4,N/A
TTD,THE TRADE DESK INC COM CL A,39.35,38.7,DOWN,46.95,59.84,6.89,20.39,14.75,N/A
TTWO,TAKE-TWO INTERACTIVE SOFTWARE COM,247.51,46.5,SIDEWAYS,250.06,232.15,7.35,31.57,1.65,N/A
TWLO,TWILIO INC CL A,125.22,39.2,UP,117.27,111.26,3.92,29.67,2.46,N/A
TXN,TEXAS INSTRS INC COM,180.12,28.2,SIDEWAYS,169.02,182.66,9.48,30.63,7.98,N/A
TXRH,TEXAS ROADHOUSE INC COM,167.13,56.3,DOWN,168.34,175.48,1.9,23.37,1.12,N/A
TZA,DIREXION SHS ETF TR DAILY SM CP BEAR,0,862.5,SIDEWAYS,7.99,11.95,N/A,N/A,51.71,N/A
U,UNITY SOFTWARE INC COM,44.15,50.1,UP,38.93,30.72,10.47,-42.45,10.29,N/A
UAL,UNITED AIRLS HLDGS INC COM,104.73,37.5,UP,97.42,87.53,0.58,8.66,6.17,N/A
UAMY,UNITED STATES ANTIMONY CORP COM,6.12,145.3,SIDEWAYS,8.54,4.44,26.9,10.93,14.91,N/A
UBER,UBER TECHNOLOGIES INC COM,90.99,25.9,SIDEWAYS,93.16,87.14,3.82,38.56,18.02,N/A
UCO,PROSHARES TR II ULTA BLMBG 2017,0,192.2,SIDEWAYS,21.08,22.74,N/A,N/A,2.29,N/A
UEC,URANIUM ENERGY CORP COM,14.18,53.9,UP,13.35,8.71,102.52,61.65,15.16,N/A
ULTA,ULTA BEAUTY INC COM,533.95,118.0,UP,531.51,462.96,2.06,23.35,0.55,N/A
ULTY,TIDAL TRUST II YIELDMAX ULTRA O,0,0.0,SIDEWAYS,43.94,58.43,N/A,N/A,3.38,N/A
UMAC,UNUSUAL MACHS INC COM SHS,10.94,85.9,SIDEWAYS,12.18,9.1,48.58,-39.07,3.66,N/A
UNG,UNITED STS NAT GAS FD LP UNIT PAR,0,687.5,SIDEWAYS,13.54,15.83,N/A,N/A,11.49,N/A
UNH,UNITEDHEALTH GROUP INC COM,333.49,26.7,DOWN,342.41,363.66,0.69,11.15,9.93,N/A
UNP,UNION PAC CORP COM,237.29,15.0,SIDEWAYS,226.33,226.54,5.73,19.59,3.79,N/A
UPRO,PROSHARES TR ULTRPRO S&P500,0,592.0,SIDEWAYS,112.96,92.47,N/A,N/A,5.31,N/A
UPS,UNITED PARCEL SERVICE INC CL B,94.76,25.1,SIDEWAYS,89.4,96.82,0.9,10.76,7.69,N/A
UPST,UPSTART HLDGS INC COM,47.13,52.7,SIDEWAYS,46.32,56.26,4.6,124.03,7.14,N/A
UPXI,UPEXI INC COM NEW,2.85,96.9,DOWN,4.52,6.03,8.7,-0.42,5.21,N/A
URA,GLOBAL X FDS GLOBAL X URANIUM,0,676.6,SIDEWAYS,49.32,36.88,N/A,N/A,5.87,N/A
URBN,URBAN OUTFITTERS INC COM,75.72,64.1,UP,67.93,65.01,1.13,19.67,2.11,N/A
URI,UNITED RENTALS INC COM,807.74,31.8,SIDEWAYS,893.13,784.87,3.25,17.24,0.56,N/A
USAR,USA RARE EARTH INC COM,17.48,142.2,SIDEWAYS,20.42,14.12,N/A,-39.13,13.84,N/A
USB,US BANCORP DEL COM NEW,51.37,21.3,UP,47.54,45.2,3.07,11.86,9.16,N/A
USO,UNITED STS OIL FD LP UNITS,0,111.7,SIDEWAYS,71.39,72.36,N/A,N/A,5.22,N/A
UUUU,ENERGY FUELS INC COM NEW,16.32,84.4,SIDEWAYS,17.71,9.52,49.18,272.0,22.34,N/A
UVIX,2x Long VIX Futures ETF,0,1375.0,SIDEWAYS,10.12,24.09,N/A,N/A,28.94,N/A
UVXY,ProShares Ultra VIX Short-Term Futures ETF,0,0.0,SIDEWAYS,53.82,91.56,N/A,N/A,7.16,N/A
UWMC,UWM HOLDINGS CORPORATION COM CL A,5.8,71.9,UP,5.57,5.16,3.54,12.61,9.42,N/A
V,VISA INC COM CL A,327.1,15.6,DOWN,338.51,345.18,15.87,25.84,6.17,N/A
VALE,VALE S A SPONSORED ADS,13.56,32.0,UP,11.75,10.27,0.27,6.61,32.47,N/A
VERU,VERU INC COM NEW,2.42,575.0,DOWN,3.25,4.6,2.3,-8.34,0.16,N/A
VFC,V F CORP COM,18.57,46.5,UP,15.18,14.44,0.76,20.18,7.15,N/A
VG,VENTURE GLOBAL INC COM CL A,7.02,67.2,DOWN,9.47,11.95,1.58,8.01,9.82,N/A
VKTX,VIKING THERAPEUTICS INC COM,38.57,114.3,UP,34.32,29.74,N/A,-25.54,4.59,N/A
VLO,VALERO ENERGY CORP COM,174.95,31.4,UP,169.71,143.61,0.47,18.13,2.69,N/A
VOD,VODAFONE GROUP PLC NEW SPONSORED ADR,12.64,101.2,UP,11.58,10.63,0.78,14.87,5.32,N/A
VOO,VANGUARD INDEX FDS S&P 500 ETF SHS,0,488.7,SIDEWAYS,617.78,567.45,N/A,N/A,8.07,N/A
VRT,VERTIV HOLDINGS CO COM CL A,182.54,64.2,UP,173.23,125.14,7.2,53.06,7.63,N/A
VRTX,VERTEX PHARMACEUTICALS INC COM,457.36,45.7,SIDEWAYS,419.74,443.02,10.0,24.37,1.5,N/A
VST,VISTRA CORP COM,176.07,53.7,SIDEWAYS,189.78,170.62,3.47,25.52,4.62,N/A
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,0,324.2,SIDEWAYS,34.21,45.72,N/A,N/A,9.33,N/A
VZ,VERIZON COMMUNICATIONS INC COM,41.26,13.3,SIDEWAYS,40.65,42.75,1.27,8.72,26.28,N/A
W,WAYFAIR INC CL A,94.51,56.1,UP,94.37,61.63,1.01,115.26,3.7,N/A
WBD,WARNER BROS DISCOVERY INC COM SER A,24.54,42.8,UP,21.16,13.59,1.61,-188.77,50.02,N/A
WDAY,WORKDAY INC CL A,216.62,26.6,DOWN,231.59,237.92,6.27,26.1,2.98,N/A
WDC,WESTERN DIGITAL CORP COM,161.0,51.2,UP,139.77,79.35,5.45,18.27,9.71,N/A
WEN,WENDYS CO COM,8.54,51.6,DOWN,8.64,11.25,0.74,8.21,7.24,N/A
WFC,WELLS FARGO CO NEW COM,90.21,19.8,UP,84.24,77.93,3.65,16.43,14.89,N/A
WGS,GENEDX HOLDINGS CORP COM CL A,161.95,60.4,UP,133.07,103.46,11.64,330.51,0.53,N/A
WMB,WILLIAMS COS INC COM,63.66,23.8,UP,60.9,59.08,6.71,30.46,7.17,N/A
WMT,WALMART INC COM,114.84,16.1,UP,104.7,98.09,1.3,42.22,17.11,N/A
WOOF,PETCO HEALTH & WELLNESS CO INC COM,3.06,73.4,SIDEWAYS,3.36,3.17,0.14,51.0,2.78,N/A
WPM,WHEATON PRECIOUS METALS CORP COM,108.8,38.8,UP,103.92,91.09,27.02,61.47,2.25,N/A
WRBY,WARBY PARKER INC CL A COM,18.42,62.1,DOWN,20.99,21.52,2.65,57.56,2.28,N/A
WULF,TERAWULF INC COM,15.1,61.3,UP,13.35,7.04,37.72,151.0,42.85,N/A
WWR,WESTWATER RES INC COM NEW,1.03,112.5,SIDEWAYS,1.35,0.81,N/A,-2.1,7.26,N/A
WYNN,WYNN RESORTS LTD COM,125.72,62.6,UP,123.55,103.63,1.84,25.04,1.69,N/A
XBI,SPDR SERIES TRUST STATE STREET SPD,0,278.7,SIDEWAYS,110.33,91.22,N/A,N/A,10.78,N/A
XHB,SPDR SERIES TRUST STATE STREET SPD,0,73.8,SIDEWAYS,106.7,102.97,N/A,N/A,2.24,N/A
XLB,SELECT SECTOR SPDR TR STATE STREET MAT,0,190.3,SIDEWAYS,87.79,87.56,N/A,N/A,6.81,N/A
XLC,SELECT SECTOR SPDR TR STATE STREET COM,0,306.3,SIDEWAYS,114.64,106.22,N/A,N/A,5.7,N/A
XLE,SELECT SECTOR SPDR TR STATE STREET ENE,0,570.9,SIDEWAYS,88.92,86.89,N/A,N/A,15.31,N/A
XLF,SELECT SECTOR SPDR TR STATE STREET FIN,0,416.4,SIDEWAYS,52.81,51.39,N/A,N/A,41.0,N/A
XLI,SELECT SECTOR SPDR TR STATE STREET IND,0,681.3,SIDEWAYS,153.03,144.52,N/A,N/A,11.38,N/A
XLK,SELECT SECTOR SPDR TR STATE STREET TEC,0,349.8,SIDEWAYS,287.6,250.13,N/A,N/A,10.07,N/A
XLP,SELECT SECTOR SPDR TR STATE STREET CON,0,300.2,SIDEWAYS,77.89,80.29,N/A,N/A,14.49,N/A
XLU,SELECT SECTOR SPDR TR STATE STREET UTI,0,103.9,SIDEWAYS,89.44,83.34,N/A,N/A,10.77,N/A
XLV,SELECT SECTOR SPDR TR STATE STREET HEA,0,332.8,SIDEWAYS,147.08,139.74,N/A,N/A,13.2,N/A
XLY,SELECT SECTOR SPDR TR STATE STREET CON,0,246.9,SIDEWAYS,235.69,219.41,N/A,N/A,6.32,N/A
XOM,EXXON MOBIL CORP COM,117.14,16.1,UP,114.35,110.85,1.53,14.88,14.62,N/A
XOP,SPDR SERIES TRUST STATE STREET SPD,0,140.6,SIDEWAYS,130.17,126.43,N/A,-13648.0,3.29,N/A
XP,XP INC CL A,19.85,71.5,UP,17.96,17.24,0.6,11.89,7.1,N/A
XPEV,XPENG INC ADS,19.5,52.0,SIDEWAYS,22.54,20.69,0.27,-43.33,11.27,N/A
XRT,SPDR SERIES TRUST STATE STREET SPD,0,387.5,SIDEWAYS,83.1,78.13,N/A,N/A,5.18,N/A
XYZ,BLOCK INC CL A,62.19,37.1,SIDEWAYS,71.07,66.92,1.58,18.94,7.19,N/A
YINN,DIREXION SHS ETF TR DL FTSE BULL 3X,0,284.4,SIDEWAYS,49.21,43.44,N/A,N/A,2.36,N/A
ZETA,ZETA GLOBAL HOLDINGS CORP CL A,18.55,50.0,SIDEWAYS,18.71,16.4,3.72,25.07,7.62,N/A
ZIM,ZIM INTEGRATED SHIPPING SERV SHS,20.4,59.4,SIDEWAYS,15.3,15.92,0.32,75.56,4.85,N/A
ZM,ZOOM COMMUNICATIONS INC CL A,86.58,34.1,UP,82.7,78.55,5.39,16.37,2.96,N/A
ZS,ZSCALER INC COM,241.85,34.1,SIDEWAYS,300.7,265.76,13.61,67.94,1.64,N/A
